strategy,TMR_sum,FD_sum,GHG_sum
536,32197592817.900276,126898432.87859032,42737832230.955086
537,32066222870.09163,126387574.57384464,42631510812.759705
538,31935813899.44183,125880464.42855808,42525970049.93178
539,31806355840.63019,125377061.48544958,42421200948.97282
540,31677837741.45529,124877322.36216806,42317195130.09632
541,31550249477.923885,124381208.9438399,42213944671.60924
542,31423580596.90777,123888679.61835502,42111440410.55473
543,31297820640.105785,123399696.94034623,42009673898.93918
544,31172960707.635685,122914218.60012837,41908638360.51281
545,31048989999.342632,122432209.51329605,41808324483.392715
546,30925899473.864662,121953628.8950049,41708724982.379425
547,30803678272.80502,121478444.81530347,41609831196.18515
548,30682320061.23847,121006609.68417472,41511638220.11031
549,30561810989.226746,120538101.28225262,41414134083.91117
550,30442146903.76783,120072870.22488727,41317315590.11181
551,30323313980.683945,119610891.32196529,41221171818.15426
552,30205306153.258408,119152126.17214194,41125697532.55795
553,30088115043.20736,118696535.90225269,41030886368.199196
554,29971730071.883602,118244093.73532566,40936729363.001236
555,29856144262.092846,117794762.60905662,40843220593.73853
556,29741348060.71977,117348511.34079738,40750352587.702484
557,29627333016.232346,116905307.14236684,40658118526.125275
558,29514092943.00501,116465110.85208894,40566513318.82052
559,29401616837.39518,116027903.78767362,40475527570.62758
560,29289898626.740887,115593645.5296125,40385157012.91002
561,29178929954.173878,115162307.42912014,40295394380.66798
562,29068703430.584938,114733858.44452572,40206234034.413445
563,28959210610.72666,114308270.72710885,40117668768.9672
564,28850444294.131226,113885512.94170737,40029692431.228516
565,28742396935.040627,113465556.4244832,39942299707.29067
566,28635061358.966343,113048371.68571009,39855484315.765656
567,28528429693.262993,112633933.0750785,39769239725.92981
568,28422495662.105118,112222209.01922694,39683561050.19436
569,28317251672.415047,111813172.9167531,39598441925.59127
570,28212690997.23372,111406796.52497984,39513877188.72642
571,28108805773.29019,111003057.12398544,39429859996.25732
572,28005590716.97855,110601922.99964279,39346386487.41102
573,27903038410.483437,110203369.35236831,39263450412.9735
574,27801141305.22247,109807374.95554931,39181045470.935715
575,27699894932.97117,109413904.67621547,39099168216.16318
576,27599290830.71001,109022942.9314251,39017811733.09453
577,50530442375.45702,163348420.71468568,48679281522.18221
578,50275585946.58435,163137351.813451,48672172049.569374
579,50020729517.71167,162926282.9122163,48665062576.95657
580,49765873088.83899,162715214.01098168,48657953104.34375
581,49511016659.96631,162504145.109747,48650843631.73092
582,49256160231.09364,162293076.20851234,48643734159.11812
583,49001303802.220955,162082007.30727765,48636624686.5053
584,48746447373.34828,161870938.406043,48629515213.89247
585,48491590944.4756,161659869.50480834,48622405741.27965
586,48236734515.60292,161448800.60357374,48615296268.66683
587,47981878086.73024,161237731.702339,48608186796.05401
588,47727021657.85755,161026662.80110437,48601077323.4412
589,47472165228.98488,160815593.89986968,48593967850.82837
590,47217308800.1122,160604524.99863502,48586858378.21556
591,46962452371.23951,160393456.0974004,48579748905.602745
592,46707595942.366844,160182387.19616568,48572639432.98992
593,46452739513.494156,159971318.29493108,48565529960.3771
594,46197883084.62148,159760249.39369637,48558420487.76428
595,45943026655.7488,159549180.49246168,48551311015.15145
596,45688170226.87612,159338111.59122705,48544201542.53863
597,45433313798.00344,159127042.6899924,48537092069.92583
598,45178457369.13076,158915973.78875777,48529982597.313
599,44923600940.258095,158704904.88752308,48522873124.70018
600,44668744511.38542,158493835.9862884,48515763652.08737
601,44413888082.512726,158282767.08505377,48508654179.47453
602,44159031653.64005,158071698.18381906,48501544706.86172
603,43904175224.767365,157860629.28258446,48494435234.2489
604,43649318795.894684,157649560.38134977,48487325761.636086
605,43394462367.02202,157438491.4801151,48480216289.02326
606,43139605938.14933,157227422.57888046,48473106816.41045
607,42884749509.27666,157016353.67764574,48465997343.797615
608,42629893080.40396,156805284.77641112,48458887871.184814
609,42375036651.53129,156594215.8751765,48451778398.57201
610,42120180222.658615,156383146.97394174,48444668925.95918
611,41865323793.78594,156172078.07270712,48437559453.34635
612,41610467364.91325,155961009.17147243,48430449980.733536
613,41355610936.04058,155749940.27023777,48423340508.12071
614,41100754507.16789,155538871.36900315,48416231035.5079
615,40845898078.29523,155327802.46776846,48409121562.89508
616,40591041649.42255,155116733.56653383,48402012090.28225
617,40336185220.54986,154905664.66529918,48394902617.66945
618,40081328791.677185,154694595.7640645,48387793145.05661
619,39826472362.804504,154483526.8628298,48380683672.443794
620,39571615933.93183,154272457.96159518,48373574199.83098
621,39316759505.05915,154061389.06036055,48366464727.21817
622,39061903076.18648,153850320.15912586,48359355254.60533
623,38807046647.31379,153639251.25789118,48352245781.99252
624,38552190218.44111,153428182.3566565,48345136309.3797
625,38297333789.568436,153217113.4554219,48338026836.76688
626,38042477360.695755,153006044.55418724,48330917364.15405
627,37787620931.823074,152794975.65295255,48323807891.54124
628,37532764502.950386,152583906.7517179,48316698418.92843
629,37277908074.07771,152372837.85048318,48309588946.315605
630,37023051645.205025,152161768.94924855,48302479473.7028
631,36768195216.33236,151950700.0480139,48295370001.08997
632,36513338787.45968,151739631.14677927,48288260528.47715
633,36258482358.587006,151528562.24554458,48281151055.86434
634,36003625929.71432,151317493.3443099,48274041583.25152
635,35748769500.84163,151106424.44307527,48266932110.638695
636,35493913071.968956,150895355.54184058,48259822638.02588
637,35239056643.09628,150684286.64060593,48252713165.41305
638,34984200214.223595,150473217.73937124,48245603692.80024
639,34729343785.350914,150262148.8381366,48238494220.18741
640,34474487356.47823,150051079.93690196,48231384747.5746
641,34219630927.605556,149840011.03566724,48224275274.96177
642,33964774498.732876,149628942.13443264,48217165802.34896
643,33709918069.8602,149417873.23319796,48210056329.736145
644,33455061640.987522,149206804.33196327,48202946857.12332
645,33200205212.114834,148995735.4307286,48195837384.5105
646,32945348783.242153,148784666.52949396,48188727911.89767
647,32690492354.369476,148573597.6282593,48181618439.28487
648,32435635925.49681,148362528.72702464,48174508966.672035
649,32180779496.62413,148151459.82579,48167399494.05922
650,31925923067.751442,147940390.9245553,48160290021.446396
651,31671066638.878765,147729322.02332067,48153180548.833595
652,31416210210.006084,147518253.122086,48146071076.220764
653,31161353781.133408,147307184.2208513,48138961603.60795
654,30906497352.260723,147096115.31961668,48131852130.99511
655,30651640923.388046,146885046.41838205,48124742658.3823
656,30396784494.515373,146673977.51714736,48117633185.769485
657,30141928065.64269,146462908.6159127,48110523713.15668
658,29887071636.770012,146251839.71467802,48103414240.54385
659,29632215207.897335,146040770.81344333,48096304767.93102
660,29377358779.02465,145829701.9122087,48089195295.318214
661,29122502350.151978,145618633.010974,48082085822.70539
662,28867645921.279297,145407564.10973936,48074976350.09258
663,28612789492.406616,145196495.2085047,48067866877.479744
664,28357933063.533943,144985426.30727002,48060757404.86693
665,28103076634.661263,144774357.4060354,48053647932.25411
666,27848220205.78858,144563288.50480074,48046538459.641304
667,27593363776.915897,144352219.60356608,48039428987.028465
668,27338507348.043213,144141150.7023314,48032319514.415665
669,27083650919.170547,143930081.8010967,48025210041.80284
670,26828794490.297863,143719012.89986205,48018100569.19003
671,26573938061.425182,143507943.99862742,48010991096.577194
672,26319081632.552505,143296875.09739277,48003881623.96438
673,26064225203.679817,143085806.19615808,47996772151.35156
674,25809368774.807148,142874737.29492342,47989662678.73875
675,25554512345.93447,142663668.39368877,47982553206.12594
676,25299655917.061794,142452599.49245408,47975443733.51311
677,25044799488.18911,142241530.59121946,47968334260.900284
