strategy,TMR_sum,FD_sum,GHG_sum
285,39061861703.99401,153041379.78054664,48298320047.88603
286,39054621032.12489,152961846.22731128,48292569511.933235
287,39047380360.255775,152882312.67407596,48286818975.98044
288,39040139688.386635,152802779.12084064,48281068440.02764
289,39032899016.51752,152723245.56760535,48275317904.074844
290,39025658344.64841,152643712.01437002,48269567368.12204
291,39018417672.77928,152564178.46113473,48263816832.16923
292,39011177000.910164,152484644.9078994,48258066296.216415
293,39003936329.04104,152405111.35466412,48252315760.263626
294,38996695657.17193,152325577.80142877,48246565224.310814
295,38989454985.30281,152246044.24819338,48240814688.358025
296,38982214313.43368,152166510.6949581,48235064152.40521
297,38974973641.56457,152086977.1417228,48229313616.452415
298,38967732969.69545,152007443.58848745,48223563080.49962
299,38960492297.826324,151927910.03525215,48217812544.54681
300,38953251625.95721,151848376.48201683,48212062008.59402
301,38946010954.08808,151768842.9287815,48206311472.641205
302,38938770282.218956,151689309.3755462,48200560936.68839
303,38931529610.349846,151609775.82231092,48194810400.7356
304,38924288938.48072,151530242.26907557,48189059864.78279
305,38917048266.61161,151450708.71584028,48183309328.829994
306,38909807594.742485,151371175.16260496,48177558792.87719
307,38902566922.87336,151291641.6093696,48171808256.9244
308,38895326251.00424,151212108.05613428,48166057720.97159
309,38888085579.13513,151132574.502899,48160307185.018776
310,38880844907.26599,151053040.94966367,48154556649.06599
311,38873604235.39688,150973507.39642835,48148806113.11318
312,38866363563.527756,150893973.84319305,48143055577.16038
313,38859122891.658646,150814440.2899577,48137305041.20758
314,38851882219.78952,150734906.73672244,48131554505.25477
315,38844641547.92039,150655373.18348706,48125803969.301964
316,38837400876.05128,150575839.63025174,48120053433.349144
317,38830160204.18214,150496306.07701644,48114302897.39636
318,38822919532.313034,150416772.52378112,48108552361.443565
319,38815678860.443924,150337238.9705458,48102801825.49076
320,38808438188.57481,150257705.4173105,48097051289.537964
321,38801197516.70566,150178171.86407515,48091300753.58517
322,38793956844.83655,150098638.31083986,48085550217.63235
323,38786716172.96743,150019104.75760454,48079799681.67954
324,38779475501.0983,149939571.20436922,48074049145.72673
325,38772234829.22919,149860037.65113392,48068298609.77396
326,38764994157.36007,149780504.0978986,48062548073.821144
327,38757753485.49096,149700970.54466322,48056797537.86834
328,38750512813.621826,149621436.99142793,48051047001.91553
329,38743272141.75271,149541903.4381926,48045296465.96272
330,38736031469.88359,149462369.88495734,48039545930.00993
331,38728790798.014465,149382836.331722,48033795394.05713
332,38721550126.14534,149303302.77848667,48028044858.10433
333,38714309454.27622,149223769.22525138,48022294322.15153
334,38707068782.407104,149144235.67201605,48016543786.198715
335,38699828110.53797,149064702.11878076,48010793250.24592
336,38692587438.66887,148985168.56554538,48005042714.29311
337,38685346766.799736,148905635.0123101,47999292178.34031
338,38678106094.930626,148826101.45907474,47993541642.38752
339,38670865423.0615,148746567.90583944,47987791106.43469
340,38663624751.192375,148667034.35260415,47982040570.481895
341,38656384079.32326,148587500.79936886,47976290034.529106
342,38649143407.45413,148507967.24613354,47970539498.576294
343,38641902735.585014,148428433.69289818,47964788962.623505
344,38634662063.7159,148348900.1396629,47959038426.6707
345,38627421391.84678,148269366.58642757,47953287890.71791
346,38620180719.97765,148189833.03319225,47947537354.76508
347,38612940048.108536,148110299.4799569,47941786818.812294
348,38605699376.239426,148030765.92672157,47936036282.859474
349,38598458704.3703,147951232.3734863,47930285746.906685
350,38591218032.501175,147871698.820251,47924535210.95389
351,38583977360.63206,147792165.26701567,47918784675.00109
352,38576736688.76294,147712631.7137803,47913034139.04826
353,38569496016.893814,147633098.16054505,47907283603.09547
354,38562255345.02469,147553564.6073097,47901533067.14267
355,38555014673.15557,147474031.05407438,47895782531.18987
356,38547774001.28645,147394497.50083908,47890031995.237076
357,38540533329.41732,147314963.94760373,47884281459.28426
358,38533292657.5482,147235430.3943684,47878530923.33145
359,38526051985.67908,147155896.8411331,47872780387.37865
360,38518811313.80997,147076363.28789777,47867029851.42586
361,38511570641.94084,146996829.73466247,47861279315.47306
362,38504329970.07173,146917296.18142712,47855528779.52025
363,38497089298.202614,146837762.62819183,47849778243.56745
364,38489848626.33348,146758229.07495654,47844027707.61464
365,38482607954.46436,146678695.5217212,47838277171.66184
366,38475367282.59525,146599161.9684859,47832526635.70903
367,38468126610.726135,146519628.41525054,47826776099.75623
368,38460885938.857,146440094.86201522,47821025563.80344
369,38453645266.98789,146360561.30877998,47815275027.85064
370,38446404595.11876,146281027.75554457,47809524491.89785
371,38439163923.24965,146201494.2023093,47803773955.94501
372,38431923251.38052,146121960.64907396,47798023419.99222
373,38424682579.51141,146042427.09583864,47792272884.03943
374,38417441907.64228,145962893.54260334,47786522348.08662
375,46195860648.747345,159758574.43764502,48558364069.91159
376,46118774314.054886,159694732.501086,48556213670.22287
377,46041687979.362434,159630890.564527,48554063270.534134
378,45964601644.669945,159567048.62796798,48551912870.845406
379,45887515309.9775,159503206.691409,48549762471.156685
380,45810428975.285,159439364.75484997,48547612071.46796
381,45733342640.59255,159375522.81829095,48545461671.77921
382,45656256305.9001,159311680.88173196,48543311272.0905
383,45579169971.20763,159247838.9451729,48541160872.40175
384,45502083636.51517,159183997.00861394,48539010472.71302
385,45424997301.82269,159120155.0720549,48536860073.0243
386,45347910967.13023,159056313.13549587,48534709673.335556
387,45270824632.43777,158992471.19893685,48532559273.64683
388,45193738297.74529,158928629.26237783,48530408873.95811
389,45116651963.052826,158864787.32581884,48528258474.26937
390,45039565628.360374,158800945.38925985,48526108074.58065
391,44962479293.66791,158737103.45270082,48523957674.891914
392,44885392958.97544,158673261.5161418,48521807275.203186
393,44808306624.28298,158609419.5795828,48519656875.51446
394,44731220289.59052,158545577.64302376,48517506475.82573
395,44654133954.898056,158481735.70646477,48515356076.137
396,44577047620.20558,158417893.76990578,48513205676.44827
397,44499961285.51311,158354051.83334675,48511055276.75952
398,44422874950.820656,158290209.89678773,48508904877.07081
399,44345788616.12819,158226367.96022868,48506754477.382065
400,44268702281.43572,158162526.02366966,48504604077.69334
401,44191615946.74325,158098684.08711067,48502453678.0046
402,44114529612.05079,158034842.1505517,48500303278.31589
403,44037443277.35832,157971000.21399266,48498152878.62715
404,43960356942.66587,157907158.27743363,48496002478.93842
405,43883270607.97339,157843316.34087464,48493852079.249695
406,43806184273.280914,157779474.40431562,48491701679.56096
407,43729097938.588455,157715632.46775666,48489551279.872246
408,43652011603.89599,157651790.5311976,48487400880.183525
409,43574925269.20353,157587948.5946386,48485250480.49477
410,43497838934.51107,157524106.6580796,48483100080.806046
411,43420752599.81859,157460264.72152054,48480949681.1173
412,43343666265.12615,157396422.78496155,48478799281.42858
413,43266579930.43366,157332580.84840253,48476648881.739845
414,43189493595.7412,157268738.9118435,48474498482.051125
415,43112407261.04873,157204896.97528455,48472348082.36239
416,43035320926.35627,157141055.0387255,48470197682.673645
417,42958234591.66381,157077213.10216647,48468047282.98493
418,42881148256.971344,157013371.16560748,48465896883.2962
419,42804061922.27888,156949529.22904846,48463746483.60747
420,42726975587.58642,156885687.2924894,48461596083.918755
421,42649889252.893936,156821845.35593045,48459445684.23
422,42572802918.201485,156758003.41937146,48457295284.5413
423,42495716583.50902,156694161.48281243,48455144884.852554
424,42418630248.81655,156630319.5462534,48452994485.16382
425,42341543914.124084,156566477.6096944,48450844085.4751
426,42264457579.43162,156502635.67313534,48448693685.78636
427,42187371244.73916,156438793.73657635,48446543286.097626
428,42110284910.0467,156374951.80001736,48444392886.408905
429,42033198575.35421,156311109.86345837,48442242486.72016
430,41956112240.66176,156247267.9268993,48440092087.03143
431,41879025905.969284,156183425.99034026,48437941687.34271
432,41801939571.27682,156119584.05378127,48435791287.653984
433,41724853236.58436,156055742.11722228,48433640887.96525
434,41647766901.89191,155991900.1806633,48431490488.27652
435,41570680567.19943,155928058.24410427,48429340088.58777
436,41493594232.50697,155864216.30754524,48427189688.899055
437,41416507897.8145,155800374.37098622,48425039289.21033
438,41339421563.122025,155736532.43442726,48422888889.52159
439,41262335228.429565,155672690.49786818,48420738489.83286
440,41185248893.7371,155608848.56130922,48418588090.144135
441,41108162559.04464,155545006.62475017,48416437690.455414
442,41031076224.352165,155481164.68819115,48414287290.76668
443,40953989889.659706,155417322.75163215,48412136891.07794
444,40876903554.96725,155353480.81507313,48409986491.38921
445,40799817220.27478,155289638.87851408,48407836091.7005
446,40722730885.582306,155225796.94195515,48405685692.011765
447,40645644550.88984,155161955.00539616,48403535292.32302
448,40568558216.19739,155098113.06883714,48401384892.63431
449,40491471881.504906,155034271.1322781,48399234492.945564
450,40414385546.81245,154970429.19571906,48397084093.256836
451,40337299212.11998,154906587.25916007,48394933693.568115
452,40260212877.42751,154842745.32260102,48392783293.879395
453,40183126542.73506,154778903.38604206,48390632894.19065
454,40106040208.04258,154715061.44948304,48388482494.501915
455,40028953873.35013,154651219.51292402,48386332094.81319
456,39951867538.657654,154587377.57636502,48384181695.124466
457,39874781203.96519,154523535.63980597,48382031295.43572
458,39797694869.272736,154459693.703247,48379880895.746994
459,39720608534.58025,154395851.76668796,48377730496.05825
460,39643522199.887794,154332009.83012897,48375580096.36953
461,39566435865.195335,154268167.89356995,48373429696.68081
462,39489349530.50285,154204325.95701095,48371279296.992065
463,39412263195.81041,154140484.0204519,48369128897.30334
464,39335176861.11794,154076642.0838929,48366978497.614624
465,39258090526.42546,154012800.14733386,48364828097.92588
466,39181004191.73301,153948958.21077487,48362677698.23716
467,39103917857.04054,153885116.27421585,48360527298.54842
468,39026831522.348076,153821274.3376568,48358376898.85971
469,38949745187.65561,153757432.40109783,48356226499.17096
470,38872658852.96313,153693590.4645388,48354076099.48222
471,38795572518.27068,153629748.52797982,48351925699.793495
472,38718486183.57821,153565906.5914208,48349775300.104774
473,38641399848.88574,153502064.6548618,48347624900.41604
474,38564313514.193275,153438222.7183028,48345474500.72731
475,38487227179.50082,153374380.7817437,48343324101.03859
476,42353880969.57428,166425316.4886251,50965814363.80362
477,42137867114.02377,165583948.640166,50790642458.013916
478,41923846405.197235,164750376.78781304,50617094079.06716
479,41711793426.320175,163924496.3668602,50445148627.3499
480,41501683294.79211,163106206.41810602,50274785525.07718
481,41293489891.36898,162295411.89997357,50105983534.024666
482,41087189119.78879,161492014.79867756,49938722976.593864
483,40882756502.67251,160695918.26088768,49772983389.38566
484,40680168519.29554,159907026.39293596,49608746312.109344
485,40479400599.73831,159125251.66569322,49445991108.04521
486,40280429921.71567,158350502.39362007,49284699066.172585
487,40083233643.01358,157582684.44581038,49124852071.10492
488,39887789734.6937,156821710.77146876,48966431184.525375
489,39694074325.65126,156067497.1262744,48809417621.94665
490,39502067356.3677,155319953.27764067,48653794891.820404
491,39311746700.04613,154578997.74577442,48499544401.183014
492,39123090503.41811,153844547.56060153,48346649156.35168
493,38936079167.244064,153116515.19362065,48195091944.9608
494,38750689854.356155,152394829.20683506,48044855188.64775
495,38566904315.586716,151679403.2742602,47895923464.91511
496,38384701581.91468,150970160.0470692,47748279849.91901
497,38204061905.00173,150267024.3875551,47601907990.88691
498,38024966718.24704,149569916.33972692,47456792939.96575
499,37847396066.853065,148878763.60387024,47312917980.30783
500,37671331218.66261,148193491.41146967,47170268068.69065
501,37496753967.47354,147514028.01006043,47028828509.614265
502,37323646217.004814,146840299.9120066,46888584446.89254
503,37151988209.55619,146172241.36370027,46749519376.82854
504,36981764529.09944,145509774.96561423,46611621067.917854
505,36812956568.80912,144852837.76688033,46474873970.925575
506,36645546711.055084,144201363.2527925,46339264063.313644
507,36479518873.6917,143555279.3000322,46204778479.12699
508,36314855347.80509,142914526.12440574,46071401862.19211
509,36151540654.270004,142279034.90981296,45939121955.156715
510,35989557834.854324,141648744.75405395,45807925360.75695
511,35828891556.70879,141023590.99594983,45677799313.79881
512,35669525304.899864,140403513.6150621,45548729605.05335
513,35511443921.872765,139788449.30527362,45420704984.06775
514,35354632015.6509,139178339.00440347,45293712442.11645
515,35199074605.97663,138573126.47544873,45167739519.693695
516,35044756484.03944,137972751.00868744,45042774108.48005
517,34891663536.89274,137377153.63714936,44918804198.6758
518,34739781190.866394,136786279.3256116,44795818632.15919
519,34589094196.71742,136200075.4024242,44673804375.139626
520,34439590186.4005,135618481.3660768,44552751839.46119
521,34291253728.10643,135041448.62796208,44432647761.46436
522,34144072625.59748,134468917.8165044,44313482630.777245
523,33998032539.569183,133900842.56585833,44195244382.09267
524,33853120282.406803,133337166.8067181,44077922998.89388
525,33709323137.758537,132777840.37432241,43961507719.02441
526,33566628152.986153,132222813.81628639,43845987453.29486
527,33425022282.957066,131672037.97123784,43731352449.12959
528,33284493781.236355,131125460.95718655,43617592270.43497
529,33145030385.06812,130583036.14956173,43504697533.368744
530,33006619016.836662,130044715.20271315,43392657638.14643
531,32869247531.34941,129510456.01797205,43281462049.97567
532,32732904783.43839,128980209.21977815,43171102274.3077
533,32597580139.616413,128453926.63789566,43061569059.466705
534,32463260307.66852,127931565.13343638,42952852224.01846
535,32329934819.154705,127413083.56184788,42844943006.953995
