strategy,TMR_sum,FD_sum,GHG_sum
322,-62171129.483365186,10122011.23721221,2196151281.1228533
323,-62504824.936347745,10118345.833564388,2195886260.4542027
324,-62838520.38933037,10114680.429916559,2195621239.785551
325,-63172215.842313066,10111015.026268734,2195356219.1169004
326,-63505911.295295656,10107349.622620905,2195091198.4482493
327,-63839606.74827823,10103684.218973074,2194826177.779598
328,-64173302.20126091,10100018.815325255,2194561157.110947
329,-64506997.65424352,10096353.411677428,2194296136.4422956
330,-64840693.10722615,10092688.008029602,2194031115.7736435
331,-65174388.56020867,10089022.604381774,2193766095.1049933
332,-65508084.01319138,10085357.200733945,2193501074.436342
333,-65841779.46617392,10081691.797086123,2193236053.767691
334,-66175474.9191566,10078026.393438295,2192971033.0990405
335,-66509170.372139245,10074360.989790466,2192706012.430388
336,-66842865.82512186,10070695.586142642,2192440991.761738
337,-67176561.27810445,10067030.182494814,2192175971.093087
338,-67510256.73108715,10063364.778846985,2191910950.424435
339,-67843952.18406971,10059699.375199158,2191645929.755785
340,-68177647.6370523,10056033.97155133,2191380909.087133
341,-68511343.09003493,10052368.567903508,2191115888.418482
342,-68845038.54301754,10048703.164255677,2190850867.7498307
343,-69178733.99600014,10045037.760607854,2190585847.0811806
344,-69512429.44898283,10041372.356960027,2190320826.4125285
345,-69846124.9019654,10037706.9533122,2190055805.743877
346,-70179820.35494804,10034041.54966437,2189790785.0752263
347,-70513515.8079306,10030376.146016542,2189525764.406575
348,-70847211.26091325,10026710.74236872,2189260743.7379236
349,-71180906.71389589,10023045.338720892,2188995723.069273
350,-71514602.16687843,10019379.935073068,2188730702.4006214
351,-71848297.61986111,10015714.531425241,2188465681.731971
352,-72181993.07284369,10012049.127777409,2188200661.0633197
353,-72515688.52582638,10008383.724129582,2187935640.3946676
354,-72849383.978809,10004718.320481757,2187670619.7260165
355,-73183079.43179157,10001052.916833932,2187405599.0573664
356,-73516774.8847742,9997387.513186103,2187140578.388715
357,-73850470.33775678,9993722.109538278,2186875557.720063
358,-74184165.79073943,9990056.705890452,2186610537.051413
359,-74517861.24372204,9986391.30224262,2186345516.3827615
360,-74851556.69670463,9982725.898594797,2186080495.7141104
361,-75185252.14968735,9979060.494946968,2185815475.0454597
362,-75518947.60266991,9975395.091299143,2185550454.3768077
363,-75852643.05565254,9971729.68765132,2185285433.7081566
364,-76186338.50863513,9968064.28400349,2185020413.0395064
365,-76520033.96161777,9964398.880355664,2184755392.3708544
366,-76853729.41460048,9960733.476707835,2184490371.7022033
367,-77187424.86758305,9957068.073060008,2184225351.033553
368,-77521120.32056563,9953402.66941218,2183960330.3649006
369,-77854815.77354822,9949737.265764356,2183695309.69625
370,-78188511.22653091,9946071.86211653,2183430289.0275984
371,-78522206.67951347,9942406.458468705,2183165268.3589478
372,-78855902.13249612,9938741.054820875,2182900247.690296
373,-79189597.5854787,9935075.651173046,2182635227.0216455
374,-79523293.03846133,9931410.247525224,2182370206.352995
375,278954899.72450686,10567201.52077348,2217941501.07932
376,275402279.2153995,10564259.28497948,2217842397.2100353
377,271849658.7062922,10561317.049185473,2217743293.340751
378,268297038.1971848,10558374.813391468,2217644189.4714675
379,264744417.68807754,10555432.577597467,2217545085.6021833
380,261191797.17897028,10552490.341803463,2217445981.732899
381,257639176.6698629,10549548.10600946,2217346877.8636146
382,254086556.1607556,10546605.870215459,2217247773.994331
383,250533935.65164834,10543663.634421453,2217148670.1250463
384,246981315.14254123,10540721.398627449,2217049566.255762
385,243428694.6334337,10537779.162833447,2216950462.386478
386,239876074.1243265,10534836.927039443,2216851358.5171933
387,236323453.61521915,10531894.69124544,2216752254.6479096
388,232770833.10611185,10528952.455451434,2216653150.7786245
389,229218212.5970045,10526010.219657438,2216554046.909341
390,225665592.08789727,10523067.983863434,2216454943.040056
391,222112971.57878998,10520125.748069433,2216355839.1707726
392,218560351.06968263,10517183.51227543,2216256735.301488
393,215007730.56057522,10514241.276481422,2216157631.4322042
394,211455110.05146813,10511299.040687418,2216058527.5629196
395,207902489.5423608,10508356.804893415,2215959423.693636
396,204349869.0332534,10505414.569099415,2215860319.8243513
397,200797248.52414605,10502472.33330541,2215761215.9550676
398,197244628.01503876,10499530.097511405,2215662112.085783
399,193692007.50593162,10496587.861717401,2215563008.2164993
400,190139386.99682423,10493645.625923403,2215463904.3472147
401,186586766.4877169,10490703.390129399,2215364800.477931
402,183034145.97860947,10487761.154335393,2215265696.6086464
403,179481525.4695023,10484818.91854139,2215166592.739362
404,175928904.96039495,10481876.682747386,2215067488.8700786
405,172376284.45128763,10478934.446953386,2214968385.0007935
406,168823663.94218037,10475992.21115938,2214869281.13151
407,165271043.43307298,10473049.975365378,2214770177.262225
408,161718422.92396575,10470107.739571372,2214671073.392941
409,158165802.4148585,10467165.503777372,2214571969.523657
410,154613181.90575117,10464223.267983371,2214472865.654372
411,151060561.39664382,10461281.032189367,2214373761.7850885
412,147507940.88753656,10458338.796395363,2214274657.915805
413,143955320.37842926,10455396.560601361,2214175554.04652
414,140402699.869322,10452454.324807355,2214076450.177236
415,136850079.3602146,10449512.089013357,2213977346.307952
416,133297458.85110743,10446569.85321935,2213878242.438668
417,129744838.34200007,10443627.617425352,2213779138.5693827
418,126192217.83289279,10440685.381631345,2213680034.700099
419,122639597.32378544,10437743.14583734,2213580930.830815
420,119086976.81467812,10434800.910043336,2213481826.9615297
421,115534356.30557081,10431858.674249336,2213382723.0922465
422,111981735.79646353,10428916.43845533,2213283619.2229624
423,108429115.2873562,10425974.20266133,2213184515.353677
424,104876494.77824889,10423031.966867324,2213085411.484393
425,101323874.26914161,10420089.731073325,2212986307.615109
426,97771253.76003434,10417147.495279321,2212887203.7458253
427,94218633.25092697,10414205.259485317,2212788099.8765407
428,90666012.74181971,10411263.023691315,2212688996.0072565
429,87113392.23271237,10408320.78789731,2212589892.1379733
430,83560771.7236051,10405378.55210331,2212490788.2686887
431,80008151.21449775,10402436.316309307,2212391684.3994045
432,76455530.70539048,10399494.080515303,2212292580.5301204
433,72902910.19628316,10396551.844721299,2212193476.6608357
434,69350289.68717587,10393609.608927293,2212094372.791552
435,65797669.17806858,10390667.373133292,2211995268.922268
436,62245048.66896129,10387725.137339292,2211896165.0529833
437,58692428.15985397,10384782.901545286,2211797061.183699
438,55139807.650746666,10381840.665751284,2211697957.3144145
439,51587187.141639344,10378898.429957282,2211598853.445131
440,48034566.632532015,10375956.19416328,2211499749.575846
441,44481946.12342475,10373013.958369274,2211400645.706562
442,40929325.61431743,10370071.722575272,2211301541.8372784
443,37376705.10521014,10367129.486781267,2211202437.9679933
444,33824084.596102856,10364187.250987263,2211103334.098709
445,30271464.08699549,10361245.015193265,2211004230.2294254
446,26718843.57788822,10358302.779399257,2210905126.3601418
447,23166223.068780918,10355360.543605257,2210806022.4908566
448,19613602.55967364,10352418.30781125,2210706918.621573
449,16060982.050566314,10349476.072017249,2210607814.7522883
450,12508361.541458953,10346533.836223243,2210508710.8830047
451,8955741.032351708,10343591.600429242,2210409607.01372
452,5403120.523244394,10340649.364635238,2210310503.1444364
453,1850500.0141370785,10337707.128841236,2210211399.2751517
454,-1702120.4949701992,10334764.893047234,2210112295.4058676
455,-5254741.004077527,10331822.657253232,2210013191.5365834
456,-8807361.513184806,10328880.421459228,2209914087.6672997
457,-12359982.022292035,10325938.185665224,2209814983.798015
458,-15912602.531399483,10322995.949871218,2209715879.9287305
459,-19465223.04050669,10320053.714077216,2209616776.0594463
460,-23017843.549613956,10317111.478283215,2209517672.1901617
461,-26570464.058721356,10314169.242489211,2209418568.320878
462,-30123084.567828678,10311227.006695207,2209319464.4515944
463,-33675705.07693593,10308284.770901205,2209220360.58231
464,-37228325.58604326,10305342.535107201,2209121256.713025
465,-40780946.095150575,10302400.299313199,2209022152.8437414
466,-44333566.60425785,10299458.063519197,2208923048.9744577
467,-47886187.113365114,10296515.827725193,2208823945.105173
468,-51438807.622472525,10293573.591931188,2208724841.235888
469,-54991428.13157974,10290631.356137183,2208625737.3666043
470,-58544048.6406871,10287689.120343184,2208526633.497319
471,-62096669.14979434,10284746.88454918,2208427529.628036
472,-65649289.658901654,10281804.648755176,2208328425.7587514
473,-69201910.16800897,10278862.412961172,2208229321.8894672
474,-72754530.67711627,10275920.17716717,2208130218.020183
475,-76307151.18622355,10272977.941373166,2208031114.150899
476,93050470.07188502,10839561.814874908,2321607110.951391
477,83736151.65924507,10803299.639696535,2314059374.750077
478,74500079.49910451,10767353.823971346,2306575777.7097034
479,65342369.71775891,10731713.853587085,2299156525.868907
480,56263504.5792869,10696376.561720537,2291801121.536478
481,47260168.53893227,10661339.264617722,2284508010.959781
482,38332791.01795879,10626602.174971536,2277277009.161706
483,29480333.986189716,10592156.581110248,2270106920.554509
484,20702187.49458926,10558001.954870488,2262997746.483397
485,11996991.506190429,10524134.448364954,2255948341.618185
486,3364778.342297708,10490549.129624164,2248958443.758463
487,-5196446.489620548,10457246.556080334,2242026642.3825274
488,-13686546.128481094,10424221.219642129,2235153020.15188
489,-22106823.43546777,10391468.716776634,2228336268.2819242
490,-30457954.782947823,10358990.446079731,2221576330.8874173
491,-38740753.515827395,10326779.314210635,2214871895.872427
492,-46955300.97298809,10294829.521728417,2208223586.2717786
493,-55103325.58455382,10263143.94264836,2201629349.246702
494,-63185731.106619716,10231719.074946323,2195088915.391016
495,-71202505.38307925,10200551.126374912,2188601863.231546
496,-79154612.34688163,10169635.09378962,2182168070.9218087
497,-87042289.17384742,10138968.751958895,2175786334.3733997
498,-94867070.16619672,10108550.004460331,2169456379.164818
499,-102629903.38749443,10078379.084142456,2163176806.3381963
500,-110330198.46128593,10048448.04080441,2156948366.589228
501,-117969953.36814483,10018757.648475973,2150769131.7480826
502,-125548613.26877062,9989301.089709094,2144640093.3195598
503,-133068102.00060591,9960080.899444997,2138559450.4645715
504,-140528112.77426288,9931091.578546505,2132526716.342804
505,-147929349.964566,9902331.010317536,2126542424.7695873
